0.926,0.058
1.111,0.175
1.273,0.314
1.319,0.343
1.343,0.372
1.481,0.500
1.551,0.562
1.620,0.606
1.759,0.701
1.898,0.788
2.037,0.847
2.153,0.883
2.315,0.916
