lat,lon,pga_475_median,pga_475_84,pga_475_mean,pga_975_median,pga_975_84,pga_975_mean,pga_2475_median,pga_2475_84,pga_2475_mean
51.1,9.8,0.0563,0.1012,0.0611,0.0981,0.1763,0.1164,0.1915,0.3468,0.2393
51.1,9.9,0.0537,0.0948,0.059,0.0979,0.1671,0.1107,0.1833,0.3177,0.2258
51.1,10,0.0506,0.084,0.0561,0.0881,0.1502,0.1029,0.1672,0.3015,0.2066
51.1,10.1,0.0477,0.0789,0.0538,0.0806,0.137,0.0961,0.1546,0.2727,0.1899
51.1,10.2,0.0451,0.0759,0.0518,0.0767,0.1322,0.0901,0.1455,0.2519,0.176
51.1,10.3,0.0429,0.0735,0.0507,0.073,0.1258,0.0865,0.139,0.2408,0.1672
51.1,10.4,0.0429,0.0715,0.05,0.0711,0.1197,0.0842,0.1354,0.2321,0.1616
51.1,10.5,0.0421,0.0733,0.0503,0.0703,0.1218,0.084,0.1327,0.2321,0.1598
51.1,10.6,0.0431,0.0751,0.0514,0.0711,0.1239,0.0852,0.1327,0.2343,0.1607
51.1,10.7,0.0455,0.0775,0.0531,0.0727,0.1297,0.0875,0.1327,0.2408,0.1639
51.1,10.8,0.0466,0.0809,0.0555,0.0752,0.1341,0.0914,0.1361,0.2519,0.1698
51.1,10.9,0.0505,0.0862,0.0586,0.0793,0.1423,0.0965,0.1438,0.2597,0.1776
51.1,11,0.0529,0.0916,0.0627,0.0856,0.149,0.1032,0.155,0.271,0.1883
51.1,11.1,0.058,0.101,0.0678,0.0939,0.1585,0.1113,0.1639,0.2883,0.2021
51.1,11.2,0.0636,0.1058,0.0741,0.1025,0.1712,0.1213,0.1749,0.3015,0.219
51.1,11.3,0.0698,0.1161,0.0821,0.1113,0.1878,0.1338,0.193,0.3271,0.2406
51.1,11.4,0.0763,0.1295,0.0921,0.1241,0.2137,0.1495,0.2179,0.3668,0.2681
51.1,11.5,0.0862,0.143,0.1047,0.1392,0.2356,0.1704,0.2461,0.4127,0.3046
51.1,11.6,0.101,0.1659,0.119,0.1635,0.2697,0.1979,0.2895,0.4644,0.3489
51.1,11.7,0.115,0.1919,0.138,0.1963,0.3082,0.2315,0.3391,0.5412,0.4097
51.1,11.8,0.1352,0.2239,0.1626,0.2335,0.3654,0.2752,0.4096,0.6468,0.4917
51.1,11.9,0.1576,0.2606,0.1934,0.2799,0.4277,0.3269,0.5022,0.7614,0.5874
51.1,12,0.1805,0.3034,0.2243,0.3237,0.5135,0.3814,0.5946,0.8922,0.693
51.1,12.1,0.2128,0.3484,0.2527,0.3612,0.5675,0.431,0.6745,1.0042,0.7754
51.1,12.2,0.2239,0.3722,0.2714,0.3802,0.6247,0.4604,0.7034,1.0724,0.8179
51.1,12.3,0.241,0.3917,0.2793,0.4082,0.6337,0.4709,0.7285,1.1083,0.8301
51.1,12.4,0.2355,0.3722,0.2772,0.4001,0.6247,0.4666,0.7318,1.0782,0.8234
51.1,12.5,0.2275,0.3537,0.268,0.3897,0.5886,0.4524,0.7285,1.0417,0.805
51.1,12.6,0.2239,0.3537,0.2543,0.372,0.5826,0.4317,0.6746,1.0222,0.7766
51.1,12.7,0.2128,0.3361,0.238,0.3612,0.5675,0.4073,0.6524,1.0041,0.7419
51.1,12.8,0.1912,0.3193,0.2195,0.339,0.5355,0.38,0.6201,0.9615,0.7053
51.1,12.9,0.1788,0.2868,0.1983,0.309,0.4907,0.3469,0.5701,0.9049,0.6523
51.1,13,0.1576,0.2554,0.1748,0.2744,0.4276,0.3101,0.5025,0.7921,0.5833
51.1,13.1,0.1352,0.2239,0.1528,0.2404,0.372,0.2699,0.4423,0.6746,0.5087
51.1,13.2,0.1187,0.1905,0.1338,0.2065,0.3236,0.2339,0.3892,0.5945,0.4369
51.1,13.3,0.1067,0.1703,0.1182,0.1859,0.2821,0.2049,0.3311,0.5025,0.3807
51.1,13.4,0.0956,0.147,0.1055,0.1561,0.2464,0.18,0.3015,0.4582,0.3376
51.1,13.5,0.0818,0.1321,0.0944,0.1389,0.2252,0.1603,0.2635,0.4175,0.3044
51.1,13.6,0.0735,0.1188,0.0851,0.1258,0.2065,0.1449,0.2408,0.3893,0.2771
51.1,13.7,0.068,0.1116,0.0775,0.1145,0.1869,0.1325,0.2266,0.3633,0.2553
51.1,13.8,0.0626,0.1012,0.0713,0.1084,0.1763,0.1221,0.2117,0.3468,0.2369
51.1,13.9,0.0594,0.0959,0.0664,0.1032,0.1671,0.1138,0.2011,0.331,0.2223
51.1,14,0.056,0.091,0.0623,0.0956,0.1585,0.1065,0.1828,0.316,0.2085
51.1,14.1,0.0506,0.0862,0.0589,0.0847,0.1502,0.1005,0.1715,0.3017,0.197
51.1,14.2,0.0505,0.0862,0.0566,0.0831,0.1459,0.0958,0.1639,0.2869,0.1861
51.1,14.3,0.0479,0.0818,0.0551,0.0806,0.1389,0.0928,0.1571,0.2727,0.179
51.1,14.4,0.0466,0.0818,0.0543,0.0774,0.1389,0.0907,0.1495,0.2635,0.1722
51.1,14.5,0.0466,0.0818,0.0544,0.0774,0.1359,0.0905,0.1455,0.2519,0.1693
51.1,14.6,0.0479,0.0818,0.0552,0.078,0.1359,0.0918,0.1422,0.2519,0.1698
51.1,14.7,0.0479,0.0862,0.0571,0.0806,0.1423,0.0953,0.145,0.2563,0.1748
51.1,14.8,0.0506,0.091,0.0596,0.0846,0.149,0.1004,0.1511,0.2669,0.1832
51.1,14.9,0.0531,0.0959,0.0635,0.0889,0.1561,0.1076,0.1595,0.2883,0.198
51.1,15,0.0586,0.1058,0.0684,0.0982,0.1712,0.1166,0.1707,0.3125,0.2152
51.1,15.1,0.0626,0.1126,0.0749,0.1073,0.1961,0.1286,0.1925,0.3391,0.2385
51.2,5.7,0.5054,0.7729,0.5662,0.8084,1.208,0.9053,1.3447,2.0842,1.5354
51.2,5.8,0.549,0.8082,0.5988,0.8606,1.2582,0.9533,1.42,2.1485,1.6032
51.2,5.9,0.5726,0.8449,0.6249,0.8998,1.3105,0.9905,1.4702,2.2222,1.6567
51.2,6,0.5838,0.845,0.6414,0.9105,1.3106,1.0097,1.5003,2.2223,1.6792
51.2,6.1,0.5972,0.8534,0.6497,0.9409,1.3106,1.0171,1.4919,2.2224,1.683
51.2,6.2,0.5972,0.861,0.6501,0.9409,1.3106,1.0154,1.4919,2.2223,1.6742
51.2,6.3,0.5838,0.8451,0.6417,0.9105,1.3106,1.0041,1.4702,2.2222,1.6551
51.2,6.4,0.5726,0.8264,0.6207,0.8752,1.275,0.9748,1.4465,2.1484,1.6145
51.2,6.5,0.5402,0.773,0.5832,0.8411,1.1953,0.9184,1.3947,2.008,1.5304
51.2,6.6,0.4823,0.7215,0.5311,0.777,1.1008,0.8348,1.2798,1.8005,1.3928
51.2,6.7,0.4196,0.6427,0.4707,0.661,0.9855,0.7403,1.1085,1.6138,1.232
51.2,6.8,0.365,0.5725,0.4136,0.5825,0.8751,0.6517,0.9691,1.4466,1.0907
51.2,6.9,0.3175,0.5047,0.3646,0.512,0.7872,0.5729,0.8574,1.3073,0.9652
51.2,7,0.2897,0.442,0.3234,0.4447,0.716,0.507,0.7396,1.1535,0.8502
51.2,7.1,0.2531,0.4005,0.2882,0.3893,0.6337,0.4482,0.6525,1.0376,0.7551
51.2,7.2,0.2279,0.3591,0.2567,0.346,0.5585,0.3985,0.5832,0.9351,0.6728
51.2,7.3,0.2018,0.3219,0.2306,0.3079,0.4926,0.3572,0.5266,0.8264,0.6007
51.2,7.4,0.1842,0.3026,0.2091,0.2838,0.4556,0.3232,0.483,0.7498,0.5411
51.2,7.5,0.168,0.2681,0.1896,0.2554,0.405,0.2936,0.4293,0.6773,0.4897
51.2,7.6,0.1536,0.2472,0.1723,0.2346,0.3743,0.2668,0.3823,0.6143,0.4436
51.2,7.7,0.1398,0.2252,0.1577,0.2137,0.3327,0.2443,0.3533,0.5553,0.4047
51.2,7.8,0.1289,0.2092,0.1452,0.197,0.3076,0.225,0.321,0.5192,0.3716
51.2,7.9,0.1188,0.193,0.1341,0.1816,0.2853,0.208,0.3011,0.4668,0.3428
51.2,8,0.1132,0.1773,0.1246,0.169,0.265,0.1926,0.2722,0.434,0.3181
51.2,8.1,0.1046,0.1626,0.1161,0.1529,0.2462,0.1782,0.2506,0.4034,0.2963
51.2,8.2,0.0965,0.1517,0.1084,0.1421,0.2287,0.1654,0.2328,0.3722,0.2755
51.2,8.3,0.0887,0.1413,0.1015,0.1331,0.2164,0.1542,0.2193,0.3493,0.2575
51.2,8.4,0.0813,0.1342,0.0945,0.1242,0.2047,0.1442,0.2071,0.3325,0.2416
51.2,8.5,0.0779,0.1254,0.0882,0.1184,0.1968,0.1356,0.1937,0.3117,0.2281
51.2,8.6,0.0714,0.1188,0.0829,0.1101,0.1816,0.1283,0.1801,0.3011,0.2173
51.2,8.7,0.0684,0.1095,0.0781,0.106,0.1674,0.122,0.1712,0.2895,0.2085
51.2,8.8,0.0644,0.1051,0.0739,0.0985,0.1607,0.1167,0.1657,0.278,0.2019
51.2,8.9,0.06,0.101,0.0701,0.0943,0.1585,0.112,0.1616,0.2698,0.1968
51.2,9,0.0594,0.0963,0.0671,0.0908,0.1518,0.1084,0.1574,0.2669,0.1932
51.2,9.1,0.0554,0.0916,0.0645,0.0896,0.1471,0.1056,0.1574,0.2653,0.1912
51.2,9.2,0.0554,0.091,0.0627,0.0896,0.1454,0.1044,0.1619,0.2635,0.1917
51.2,9.3,0.0531,0.0881,0.0611,0.0889,0.1475,0.1036,0.1619,0.2669,0.1931
51.2,9.4,0.0531,0.0862,0.0598,0.0889,0.1459,0.1036,0.1619,0.2756,0.1965
51.2,9.5,0.0531,0.0872,0.0587,0.0889,0.1518,0.1043,0.1619,0.2883,0.2016
51.2,9.6,0.0534,0.0894,0.0578,0.093,0.1533,0.1048,0.169,0.2883,0.2058
51.2,9.7,0.0506,0.084,0.0562,0.0882,0.1502,0.1037,0.1672,0.3015,0.207
51.2,9.8,0.0506,0.0825,0.0542,0.0881,0.1459,0.1003,0.1619,0.2939,0.201
51.2,9.9,0.0477,0.0788,0.0524,0.0836,0.1424,0.0958,0.1596,0.2869,0.1915
51.2,10,0.045,0.0759,0.0505,0.0767,0.135,0.0906,0.1455,0.2597,0.1795
51.2,10.1,0.0424,0.0716,0.0487,0.073,0.1258,0.0857,0.139,0.2408,0.1683
51.2,10.2,0.0402,0.0697,0.0472,0.0694,0.1197,0.0818,0.1327,0.2302,0.1592
51.2,10.3,0.0387,0.0687,0.0463,0.0661,0.1183,0.0793,0.1267,0.22,0.1529
51.2,10.4,0.0387,0.068,0.046,0.0649,0.1139,0.0781,0.121,0.22,0.1493
51.2,10.5,0.0387,0.068,0.0463,0.0649,0.1139,0.0779,0.121,0.22,0.1479
51.2,10.6,0.0408,0.0697,0.0476,0.0666,0.1183,0.0792,0.1195,0.22,0.1493
51.2,10.7,0.0408,0.0715,0.0494,0.0667,0.1197,0.0815,0.121,0.2302,0.1523
51.2,10.8,0.0431,0.0751,0.0516,0.0696,0.1239,0.0848,0.1248,0.2302,0.1574
51.2,10.9,0.0453,0.0789,0.0546,0.0727,0.1297,0.0896,0.1304,0.2408,0.1647
51.2,11,0.0505,0.085,0.0583,0.0793,0.1376,0.0958,0.1406,0.2519,0.1743
51.2,11.1,0.0527,0.0916,0.0626,0.0828,0.149,0.103,0.1484,0.2669,0.1862
51.2,11.2,0.058,0.0986,0.068,0.0939,0.1573,0.1117,0.1595,0.2883,0.2017
51.2,11.3,0.0637,0.108,0.0747,0.1026,0.172,0.1224,0.1778,0.3015,0.2201
51.2,11.4,0.0698,0.1208,0.0829,0.1121,0.1924,0.1354,0.2009,0.3376,0.2429
51.2,11.5,0.0782,0.1333,0.0935,0.1276,0.2153,0.1522,0.227,0.3751,0.2731
51.2,11.6,0.0902,0.1502,0.1057,0.1454,0.2437,0.1735,0.2563,0.4267,0.311
51.2,11.7,0.1011,0.1725,0.1196,0.1693,0.2821,0.2012,0.3014,0.483,0.3579
51.2,11.8,0.1173,0.1919,0.1365,0.1964,0.3216,0.2321,0.3575,0.5701,0.4179
51.2,11.9,0.1352,0.2238,0.1565,0.2356,0.372,0.2693,0.4239,0.6745,0.493
51.2,12,0.1518,0.2477,0.1783,0.2661,0.421,0.3087,0.5022,0.7813,0.5665
51.2,12.1,0.1703,0.2707,0.1998,0.3018,0.4663,0.3423,0.5466,0.8574,0.6311
51.2,12.2,0.1788,0.3034,0.2148,0.3236,0.5135,0.3684,0.5946,0.8921,0.6786
51.2,12.3,0.1964,0.3119,0.2239,0.339,0.5356,0.384,0.6201,0.9282,0.7057
51.2,12.4,0.2026,0.3119,0.2273,0.3551,0.5408,0.3911,0.6467,0.9657,0.7198
51.2,12.5,0.2023,0.3107,0.2253,0.3432,0.5155,0.3894,0.6468,0.9614,0.7207
51.2,12.6,0.2022,0.3038,0.2181,0.339,0.5355,0.3788,0.6201,0.9282,0.7057
51.2,12.7,0.1788,0.3034,0.2068,0.3236,0.5144,0.3607,0.5946,0.9241,0.6743
51.2,12.8,0.1679,0.28,0.1918,0.3089,0.4679,0.3382,0.5618,0.8795,0.636
51.2,12.9,0.1518,0.2513,0.1737,0.2772,0.4245,0.3112,0.5029,0.8045,0.5881
51.2,13,0.1352,0.2239,0.1544,0.2405,0.3801,0.277,0.4582,0.7038,0.5267
51.2,13.1,0.1205,0.2023,0.1369,0.2162,0.3372,0.2432,0.4026,0.6152,0.4607
51.2,13.2,0.1067,0.1704,0.1212,0.186,0.2945,0.2132,0.3575,0.5466,0.4002
51.2,13.3,0.0956,0.1518,0.1081,0.1671,0.2661,0.1868,0.3146,0.4644,0.3508
51.2,13.4,0.0862,0.1321,0.0966,0.1459,0.2252,0.1644,0.2756,0.4175,0.3114
51.2,13.5,0.0751,0.1232,0.0861,0.1258,0.2065,0.1467,0.2464,0.3815,0.2789
51.2,13.6,0.068,0.1116,0.0779,0.1139,0.1869,0.1327,0.2227,0.3468,0.253
51.2,13.7,0.0616,0.1011,0.0712,0.1032,0.1693,0.1212,0.2012,0.331,0.2317
51.2,13.8,0.0586,0.0959,0.0656,0.0982,0.1611,0.1114,0.1915,0.316,0.2134
51.2,13.9,0.0531,0.089,0.0612,0.089,0.1518,0.1035,0.1734,0.3016,0.1982
51.2,14,0.0506,0.0845,0.0575,0.0846,0.1442,0.0968,0.1596,0.2756,0.1844
51.2,14.1,0.0479,0.0803,0.0545,0.078,0.137,0.0912,0.1495,0.2635,0.1732
51.2,14.2,0.0455,0.0775,0.0525,0.0745,0.1309,0.087,0.139,0.2493,0.1635
51.2,14.3,0.0433,0.0751,0.0511,0.0712,0.1248,0.084,0.1327,0.2354,0.1562
51.2,14.4,0.0431,0.0743,0.0501,0.0696,0.1239,0.0819,0.1248,0.227,0.1504
51.2,14.5,0.0411,0.0743,0.05,0.0679,0.1222,0.0813,0.1232,0.2189,0.1477
51.2,14.6,0.0431,0.0751,0.0507,0.0696,0.1222,0.0825,0.1218,0.2189,0.1489
51.2,14.7,0.0431,0.0751,0.0516,0.0696,0.1239,0.0839,0.1218,0.2244,0.1503
51.2,14.8,0.0431,0.0789,0.0533,0.0712,0.1287,0.0871,0.1258,0.23,0.1551
51.2,14.9,0.0477,0.0824,0.0556,0.0759,0.1345,0.0917,0.1306,0.2391,0.1632
51.2,15,0.0505,0.0862,0.0587,0.0793,0.1423,0.098,0.1367,0.2506,0.1741
51.2,15.1,0.0529,0.0958,0.0628,0.0856,0.1518,0.1051,0.1477,0.2669,0.1879
51.3,5.8,0.4805,0.707,0.5266,0.7468,1.1134,0.8433,1.2502,1.9294,1.435
51.3,5.9,0.4815,0.7392,0.5413,0.777,1.1548,0.863,1.288,1.97,1.4598
51.3,6,0.5047,0.7393,0.5501,0.7872,1.1548,0.874,1.3249,1.9701,1.4704
51.3,6.1,0.5054,0.7392,0.553,0.8084,1.1596,0.8764,1.3249,2.0072,1.4711
51.3,6.2,0.5047,0.7392,0.549,0.7873,1.1502,0.8681,1.3249,1.9334,1.4576
51.3,6.3,0.4933,0.7392,0.5353,0.7769,1.1501,0.8452,1.2798,1.9332,1.4196
51.3,6.4,0.4805,0.707,0.5102,0.7419,1.1007,0.8034,1.1942,1.8004,1.3485
51.3,6.5,0.4395,0.6427,0.468,0.6892,0.9856,0.7368,1.1084,1.6138,1.2306
51.3,6.6,0.3824,0.5726,0.4187,0.5946,0.8751,0.6585,0.9858,1.4329,1.0989
51.3,6.7,0.3386,0.5051,0.3725,0.5314,0.7874,0.584,0.8707,1.2799,0.9809
51.3,6.8,0.3026,0.4604,0.333,0.4556,0.7178,0.5215,0.755,1.1841,0.8733
51.3,6.9,0.2647,0.408,0.2993,0.405,0.6337,0.4657,0.6773,1.0725,0.7829
51.3,7,0.2374,0.37,0.2676,0.3625,0.5825,0.4164,0.6101,0.969,0.7049
51.3,7.1,0.2179,0.3298,0.2411,0.3273,0.5136,0.3749,0.5584,0.8707,0.6337
51.3,7.2,0.193,0.3029,0.2187,0.2956,0.4717,0.3398,0.502,0.7916,0.5727
51.3,7.3,0.1759,0.2769,0.1995,0.2725,0.4332,0.3097,0.4643,0.7259,0.5204
51.3,7.4,0.1604,0.2531,0.1812,0.2513,0.3934,0.2822,0.4137,0.6549,0.473
51.3,7.5,0.1491,0.2374,0.1655,0.2287,0.3599,0.2577,0.3751,0.594,0.4308
51.3,7.6,0.1367,0.2189,0.152,0.2124,0.3327,0.2368,0.3452,0.5553,0.3946
51.3,7.7,0.1271,0.2018,0.1403,0.1898,0.3073,0.2186,0.321,0.5105,0.3632
51.3,7.8,0.1177,0.1842,0.1301,0.1757,0.2838,0.2027,0.3011,0.4668,0.336
51.3,7.9,0.1095,0.1698,0.1212,0.1674,0.2617,0.1877,0.2722,0.4235,0.3126
51.3,8,0.1027,0.158,0.1132,0.1518,0.2413,0.1741,0.2506,0.3956,0.2911
51.3,8.1,0.0926,0.1491,0.106,0.1394,0.2317,0.162,0.2299,0.3765,0.271
51.3,8.2,0.088,0.1398,0.0992,0.1321,0.2137,0.1511,0.2148,0.3533,0.2532
51.3,8.3,0.0808,0.1309,0.0923,0.1228,0.2047,0.1414,0.2008,0.3314,0.2376
51.3,8.4,0.0755,0.1201,0.0863,0.1167,0.1885,0.1329,0.1935,0.3109,0.2241
51.3,8.5,0.0714,0.114,0.0809,0.1096,0.1744,0.1254,0.1748,0.2904,0.2125
51.3,8.6,0.0667,0.1095,0.0761,0.1058,0.1674,0.119,0.1689,0.2799,0.2028
51.3,8.7,0.0627,0.1009,0.0717,0.0984,0.1563,0.1131,0.1614,0.2684,0.1943
51.3,8.8,0.06,0.0965,0.0681,0.0942,0.1518,0.1084,0.1556,0.26,0.1883
51.3,8.9,0.0552,0.0921,0.0647,0.088,0.1454,0.1042,0.1523,0.2563,0.1836
51.3,9,0.0529,0.088,0.0616,0.0856,0.1407,0.1004,0.1511,0.2542,0.1801
51.3,9.1,0.0505,0.0835,0.059,0.0817,0.1359,0.097,0.1484,0.2461,0.1769
51.3,9.2,0.0505,0.0809,0.0571,0.0804,0.1341,0.0951,0.147,0.2461,0.1756
51.3,9.3,0.0479,0.0775,0.0551,0.078,0.1297,0.0929,0.1455,0.2408,0.1735
51.3,9.4,0.0453,0.0775,0.0534,0.0767,0.1322,0.0912,0.1455,0.2437,0.1723
51.3,9.5,0.0451,0.0743,0.0518,0.0767,0.1258,0.0899,0.1455,0.2408,0.172
51.3,9.6,0.0438,0.0735,0.0505,0.0738,0.1258,0.0886,0.1405,0.2408,0.1715
51.3,9.7,0.0424,0.0716,0.0488,0.073,0.1258,0.0866,0.139,0.2464,0.1695
51.3,9.8,0.0421,0.0716,0.0474,0.073,0.1258,0.0844,0.139,0.2408,0.1665
51.3,9.9,0.0399,0.0676,0.0456,0.0694,0.1197,0.0813,0.1327,0.2302,0.1607
51.3,10,0.0378,0.0661,0.0441,0.0675,0.1139,0.0782,0.1303,0.2227,0.1538
51.3,10.1,0.038,0.0632,0.043,0.0649,0.1107,0.0756,0.1226,0.2117,0.1477
51.3,10.2,0.0363,0.0626,0.0423,0.0619,0.1081,0.0735,0.1167,0.206,0.1425
51.3,10.3,0.0348,0.0616,0.0418,0.0599,0.1032,0.072,0.115,0.2011,0.1386
51.3,10.4,0.0348,0.0616,0.0418,0.0591,0.1032,0.0715,0.1103,0.2011,0.1365
51.3,10.5,0.0352,0.0637,0.0424,0.0599,0.1078,0.0719,0.1144,0.2012,0.1363
51.3,10.6,0.0367,0.0648,0.0436,0.0611,0.1084,0.0733,0.1096,0.2103,0.1378
51.3,10.7,0.0387,0.068,0.0451,0.0638,0.1129,0.0753,0.1145,0.2104,0.1407
51.3,10.8,0.0399,0.0715,0.0475,0.0658,0.1183,0.0785,0.1183,0.22,0.1455
51.3,10.9,0.0429,0.0751,0.0505,0.0696,0.1239,0.0826,0.1232,0.2302,0.1519
51.3,11,0.0453,0.0789,0.0536,0.0727,0.1297,0.0878,0.1283,0.2364,0.1601
51.3,11.1,0.0479,0.0829,0.0575,0.0759,0.1359,0.0944,0.1337,0.2488,0.1706
51.3,11.2,0.0527,0.091,0.0619,0.0828,0.1471,0.1021,0.145,0.2653,0.1832
51.3,11.3,0.058,0.0962,0.0673,0.0939,0.1561,0.1108,0.1595,0.2828,0.1992
51.3,11.4,0.0636,0.1058,0.074,0.1026,0.1712,0.1216,0.1778,0.3074,0.2185
51.3,11.5,0.0697,0.1173,0.082,0.116,0.1964,0.1348,0.2009,0.3391,0.2426
51.3,11.6,0.0775,0.1315,0.0918,0.1276,0.2153,0.151,0.227,0.3815,0.2731
51.3,11.7,0.0902,0.1502,0.1035,0.149,0.2464,0.1721,0.2669,0.4355,0.3135
51.3,11.8,0.1011,0.1704,0.1157,0.1693,0.2821,0.1978,0.3071,0.5213,0.3614
51.3,11.9,0.1126,0.1912,0.1297,0.1961,0.3237,0.2256,0.355,0.6095,0.4209
51.3,12,0.1264,0.2147,0.1442,0.2214,0.372,0.2541,0.4062,0.7033,0.481
51.3,12.1,0.1352,0.2275,0.1588,0.2405,0.4,0.2821,0.4582,0.7359,0.5345
51.3,12.2,0.1518,0.2411,0.1718,0.2661,0.421,0.3062,0.5025,0.7979,0.5795
51.3,12.3,0.1576,0.2554,0.1804,0.2799,0.4431,0.3211,0.5466,0.8411,0.6091
51.3,12.4,0.1608,0.2603,0.1845,0.2937,0.4645,0.3287,0.5536,0.8412,0.6254
51.3,12.5,0.1608,0.2554,0.184,0.2937,0.4522,0.3286,0.5701,0.8497,0.627
51.3,12.6,0.1577,0.2554,0.178,0.2799,0.4277,0.3189,0.5466,0.8045,0.6068
51.3,12.7,0.148,0.2411,0.1684,0.2712,0.421,0.3027,0.5025,0.7614,0.5724
51.3,12.8,0.139,0.2275,0.1564,0.2495,0.3946,0.2801,0.4599,0.7285,0.5301
51.3,12.9,0.1276,0.2128,0.1433,0.2252,0.3551,0.2556,0.4176,0.658,0.4846
51.3,13,0.1137,0.1912,0.1299,0.2058,0.3236,0.2302,0.3805,0.5945,0.4332
51.3,13.1,0.1038,0.1635,0.1169,0.1771,0.2937,0.2056,0.3391,0.5241,0.3845
51.3,13.2,0.0956,0.1493,0.1058,0.1611,0.2555,0.1825,0.3015,0.4702,0.3425
51.3,13.3,0.0852,0.1321,0.0947,0.144,0.2252,0.1615,0.2653,0.4062,0.3053
51.3,13.4,0.0775,0.1173,0.0849,0.1276,0.1964,0.1444,0.2302,0.373,0.2727
51.3,13.5,0.068,0.1116,0.0767,0.1129,0.1869,0.1302,0.2103,0.3391,0.2456
51.3,13.6,0.0616,0.101,0.0698,0.103,0.1635,0.1183,0.192,0.3146,0.2229
51.3,13.7,0.0558,0.091,0.0643,0.0935,0.1533,0.1083,0.1751,0.2883,0.2034
51.3,13.8,0.0529,0.0862,0.0596,0.0856,0.1423,0.0999,0.1596,0.2635,0.1864
51.3,13.9,0.0478,0.0789,0.0556,0.078,0.1322,0.0925,0.1455,0.2519,0.1721
51.3,14,0.0453,0.0751,0.0525,0.0745,0.1258,0.0865,0.1361,0.2384,0.1601
51.3,14.1,0.0431,0.0715,0.0501,0.0711,0.119,0.0818,0.1283,0.2237,0.1502
51.3,14.2,0.0411,0.0715,0.0477,0.0666,0.117,0.078,0.1183,0.2098,0.1421
51.3,14.3,0.0393,0.068,0.0463,0.0634,0.1121,0.0755,0.1109,0.201,0.1363
51.3,14.4,0.0382,0.068,0.0455,0.062,0.1121,0.074,0.1085,0.201,0.1329
51.3,14.5,0.0374,0.0673,0.0449,0.0604,0.1094,0.073,0.1044,0.1927,0.1305
51.3,14.6,0.0374,0.068,0.0452,0.0604,0.1113,0.0732,0.1043,0.1929,0.1301
51.3,14.7,0.037,0.068,0.0457,0.0611,0.1113,0.0741,0.1076,0.193,0.1313
51.3,14.8,0.0387,0.069,0.0469,0.0633,0.1121,0.0758,0.1098,0.2009,0.134
51.3,14.9,0.0396,0.0715,0.0487,0.0647,0.1165,0.0786,0.1114,0.2046,0.1387
51.3,15,0.0426,0.0751,0.0509,0.0682,0.1208,0.0822,0.1153,0.2088,0.145
51.3,15.1,0.045,0.0789,0.0533,0.0711,0.1276,0.0868,0.1205,0.2232,0.1529
51.4,5.8,0.4123,0.6427,0.4717,0.6733,1.0262,0.7686,1.1621,1.7784,1.3299
51.4,5.9,0.4338,0.6701,0.4797,0.6893,1.0649,0.7775,1.1622,1.79,1.3359
51.4,6,0.4339,0.6701,0.482,0.7035,1.0649,0.7791,1.1622,1.79,1.3356
51.4,6.1,0.4339,0.6427,0.4785,0.7159,1.0262,0.7731,1.1622,1.7784,1.3287
51.4,6.2,0.4196,0.632,0.4656,0.6878,1.0246,0.753,1.1577,1.7224,1.2969
51.4,6.3,0.4005,0.6126,0.4428,0.6337,0.9474,0.7154,1.1141,1.639,1.228
51.4,6.4,0.3784,0.5838,0.4107,0.5889,0.8869,0.6573,1.004,1.4467,1.1193
51.4,6.5,0.3441,0.5264,0.3737,0.5356,0.8084,0.591,0.9023,1.3249,1.0017
51.4,6.6,0.3029,0.4604,0.337,0.4718,0.7419,0.5291,0.7824,1.1941,0.8872
51.4,6.7,0.2769,0.4195,0.3043,0.4212,0.6609,0.474,0.7027,1.0762,0.7945
51.4,6.8,0.2472,0.3823,0.2739,0.3743,0.5946,0.426,0.6285,1.0037,0.7188
51.4,6.9,0.2211,0.3441,0.2474,0.3442,0.5356,0.3851,0.5684,0.9024,0.6507
51.4,7,0.2018,0.316,0.2249,0.3076,0.4922,0.3502,0.5202,0.8189,0.5913
51.4,7.1,0.1842,0.2897,0.2058,0.2838,0.4521,0.3203,0.483,0.7498,0.54
51.4,7.2,0.168,0.2647,0.1878,0.2584,0.4152,0.2935,0.4317,0.7027,0.4946
51.4,7.3,0.1531,0.2419,0.1716,0.2373,0.3777,0.2685,0.389,0.6321,0.4515
51.4,7.4,0.1428,0.2246,0.1579,0.2225,0.346,0.2472,0.3695,0.5743,0.4146
51.4,7.5,0.1315,0.2102,0.1458,0.201,0.3199,0.2283,0.3336,0.5369,0.3821
51.4,7.6,0.1237,0.1929,0.1351,0.1892,0.2956,0.2116,0.3109,0.502,0.3531
51.4,7.7,0.114,0.1759,0.1257,0.1743,0.277,0.1966,0.2904,0.4518,0.3279
51.4,7.8,0.1051,0.1626,0.1174,0.1607,0.2578,0.1823,0.2631,0.4234,0.3058
51.4,7.9,0.1009,0.1557,0.11,0.1506,0.2413,0.1695,0.2459,0.3955,0.2849
51.4,8,0.0921,0.1428,0.1034,0.1394,0.2225,0.1583,0.2274,0.3695,0.2661
51.4,8.1,0.084,0.1367,0.0966,0.1291,0.2124,0.1479,0.2137,0.3452,0.2489
51.4,8.2,0.0802,0.1254,0.0901,0.1228,0.1969,0.1387,0.2007,0.3225,0.2338
