lat,lon,pga_475_median,pga_475_84,pga_475_mean,pga_975_median,pga_975_84,pga_975_mean,pga_2475_median,pga_2475_84,pga_2475_mean
48.6,12.3,0.0909,0.168,0.1126,0.138,0.2617,0.1759,0.2274,0.4536,0.3056
48.6,12.4,0.0887,0.1626,0.1089,0.1303,0.2578,0.1695,0.2084,0.434,0.2949
48.6,12.5,0.0853,0.1626,0.1066,0.1266,0.2513,0.1659,0.2044,0.4293,0.2889
48.6,12.6,0.0849,0.1557,0.1051,0.1258,0.2464,0.1632,0.2008,0.4184,0.2842
48.6,12.7,0.0836,0.1557,0.1044,0.1251,0.2464,0.1627,0.2044,0.4236,0.2844
48.6,12.8,0.0849,0.1557,0.1051,0.1291,0.2464,0.1646,0.2148,0.4293,0.2894
48.6,12.9,0.0853,0.158,0.1057,0.1311,0.249,0.1657,0.2222,0.4293,0.2913
48.6,13,0.0887,0.1626,0.108,0.1342,0.2513,0.1696,0.227,0.4355,0.2983
48.6,13.1,0.0926,0.1626,0.1107,0.1422,0.2578,0.1748,0.2461,0.4465,0.3086
48.6,13.2,0.0965,0.168,0.1136,0.1481,0.2655,0.1803,0.2597,0.463,0.3186
48.6,13.3,0.0967,0.1759,0.1168,0.1518,0.2726,0.186,0.2756,0.4644,0.3289
48.6,13.4,0.101,0.1759,0.1206,0.1585,0.2821,0.1926,0.2828,0.483,0.342
48.6,13.5,0.1054,0.1842,0.1248,0.1655,0.2951,0.1996,0.3014,0.5025,0.3548
48.6,13.6,0.1101,0.1929,0.1297,0.1729,0.3016,0.207,0.314,0.5241,0.3682
48.6,13.7,0.115,0.193,0.1343,0.1805,0.3082,0.2143,0.3147,0.5466,0.3805
48.6,13.8,0.1201,0.202,0.1395,0.1885,0.3199,0.2219,0.3283,0.5466,0.3926
48.6,13.9,0.1254,0.2102,0.1447,0.1968,0.3207,0.2291,0.3391,0.5582,0.4023
48.6,14,0.1309,0.2102,0.1501,0.2047,0.3216,0.2364,0.3391,0.5657,0.4118
48.7,7.8,0.6427,0.966,0.7339,0.9856,1.4811,1.1221,1.5757,2.4205,1.8357
48.7,7.9,0.6743,1.0089,0.7616,1.0222,1.5237,1.1572,1.6313,2.479,1.8902
48.7,8,0.6743,1.0088,0.7635,1.0223,1.5061,1.1583,1.6314,2.4594,1.8905
48.7,8.1,0.6496,1.0266,0.7437,1.0221,1.501,1.132,1.6311,2.3999,1.847
48.7,8.2,0.5972,0.909,0.6837,0.9106,1.3678,1.0408,1.4436,2.2296,1.6675
48.7,8.3,0.549,0.8275,0.6138,0.8258,1.2156,0.9288,1.2915,1.9399,1.4666
48.7,8.4,0.5037,0.7645,0.5563,0.7161,1.1213,0.8331,1.1354,1.715,1.3119
48.7,8.5,0.4556,0.7062,0.5152,0.6898,1.0528,0.7662,1.0631,1.6101,1.2063
48.7,8.6,0.431,0.6775,0.4933,0.6407,0.987,0.7314,1.0177,1.5118,1.1508
48.7,8.7,0.431,0.655,0.4891,0.625,0.9524,0.725,1.0033,1.465,1.14
48.7,8.8,0.4285,0.6788,0.4975,0.6324,0.987,0.7388,1.0034,1.512,1.163
48.7,8.9,0.431,0.7192,0.5099,0.6502,1.0527,0.7614,1.0328,1.6101,1.2019
48.7,9,0.431,0.7056,0.512,0.6609,1.0211,0.7688,1.0343,1.5936,1.2184
48.7,9.1,0.4144,0.6799,0.4933,0.6337,0.9869,0.7427,1.0036,1.5419,1.1805
48.7,9.2,0.391,0.631,0.4554,0.5945,0.9191,0.6893,0.9408,1.4196,1.1002
48.7,9.3,0.3542,0.5855,0.4128,0.5315,0.8558,0.625,0.8537,1.3163,1.0105
48.7,9.4,0.3263,0.5234,0.372,0.4839,0.7689,0.5642,0.7824,1.2025,0.9154
48.7,9.5,0.2907,0.4663,0.3381,0.4381,0.6905,0.5145,0.7285,1.0841,0.8388
48.7,9.6,0.2681,0.4257,0.3105,0.4049,0.6407,0.4731,0.6773,1.0038,0.7806
48.7,9.7,0.2472,0.391,0.2882,0.3743,0.5946,0.4424,0.6285,0.9691,0.7412
48.7,9.8,0.2279,0.379,0.2699,0.3461,0.5728,0.4195,0.5833,0.9352,0.7159
48.7,9.9,0.2188,0.3591,0.2574,0.3327,0.5586,0.4058,0.5584,0.9351,0.7064
48.7,10,0.2018,0.3619,0.2505,0.3082,0.566,0.4025,0.5412,0.9352,0.7166
48.7,10.1,0.1934,0.365,0.2471,0.3082,0.5826,0.4056,0.5412,1.0039,0.7405
48.7,10.2,0.1929,0.3722,0.2442,0.3082,0.6076,0.4078,0.5412,1.0406,0.7562
48.7,10.3,0.1924,0.3917,0.2471,0.3082,0.6438,0.419,0.5466,1.1112,0.783
48.7,10.4,0.1922,0.4123,0.2517,0.309,0.6878,0.4326,0.5701,1.1535,0.8109
48.7,10.5,0.1919,0.4394,0.2556,0.3236,0.7363,0.4471,0.6094,1.2652,0.8472
48.7,10.6,0.1919,0.452,0.2606,0.339,0.7871,0.4632,0.6201,1.3345,0.888
48.7,10.7,0.2023,0.4784,0.2654,0.339,0.7872,0.474,0.6394,1.3554,0.9057
48.7,10.8,0.2023,0.4631,0.2656,0.339,0.7871,0.472,0.6201,1.3446,0.8959
48.7,10.9,0.2023,0.452,0.2646,0.339,0.7528,0.4649,0.6201,1.2964,0.873
48.7,11,0.2024,0.4192,0.2616,0.3448,0.7177,0.4532,0.6395,1.1995,0.84
48.7,11.1,0.2128,0.3918,0.2614,0.3552,0.6693,0.4481,0.6468,1.1534,0.8199
48.7,11.2,0.2239,0.3918,0.2613,0.3654,0.6556,0.4454,0.6468,1.1113,0.8071
48.7,11.3,0.2239,0.3918,0.2594,0.3654,0.6555,0.4412,0.6468,1.1033,0.7952
48.7,11.4,0.2211,0.3723,0.2514,0.358,0.6248,0.4274,0.6498,1.0708,0.7705
48.7,11.5,0.2113,0.365,0.2369,0.339,0.5826,0.4018,0.6055,1.0039,0.7265
48.7,11.6,0.1912,0.3326,0.2176,0.3082,0.5356,0.3675,0.5466,0.9025,0.6653
48.7,11.7,0.1659,0.2885,0.196,0.2799,0.4694,0.3301,0.483,0.8322,0.5964
48.7,11.8,0.1487,0.2653,0.1754,0.2413,0.4377,0.2966,0.4239,0.7523,0.5352
48.7,11.9,0.1284,0.2355,0.1563,0.2099,0.3813,0.2619,0.3616,0.6746,0.4746
48.7,12,0.115,0.2211,0.1421,0.1805,0.3502,0.2362,0.3125,0.6201,0.4269
48.7,12.1,0.1054,0.202,0.1291,0.1655,0.3216,0.2122,0.2799,0.5701,0.3809
48.7,12.2,0.0965,0.1832,0.119,0.1481,0.2951,0.1931,0.2506,0.5331,0.3452
48.7,12.3,0.0887,0.171,0.1121,0.1365,0.2712,0.1793,0.2328,0.4916,0.3192
48.7,12.4,0.0849,0.1604,0.1064,0.1291,0.2578,0.1687,0.2162,0.4536,0.2999
48.7,12.5,0.0813,0.1531,0.1019,0.1242,0.2464,0.1608,0.2081,0.4293,0.2852
48.7,12.6,0.0779,0.1491,0.0994,0.1202,0.2379,0.157,0.2044,0.4157,0.2795
48.7,12.7,0.0802,0.1491,0.0991,0.1228,0.2356,0.1572,0.201,0.4238,0.2815
48.7,12.8,0.0802,0.1462,0.0982,0.125,0.2356,0.1559,0.2129,0.4128,0.2792
48.7,12.9,0.0808,0.1491,0.0986,0.1276,0.2356,0.1577,0.227,0.4238,0.2848
48.7,13,0.0813,0.1531,0.0998,0.1297,0.2413,0.1609,0.2408,0.4239,0.2933
48.7,13.1,0.084,0.1531,0.1016,0.1359,0.2464,0.1647,0.2519,0.4423,0.3022
48.7,13.2,0.088,0.1592,0.1046,0.1423,0.2578,0.1703,0.2635,0.4615,0.3145
48.7,13.3,0.0918,0.1604,0.107,0.1454,0.2578,0.1745,0.2727,0.48,0.3227
48.7,13.4,0.0921,0.1659,0.1102,0.149,0.2697,0.1798,0.2756,0.5025,0.3325
48.7,13.5,0.0965,0.168,0.1133,0.1539,0.2745,0.1849,0.2877,0.5025,0.3413
48.7,13.6,0.101,0.1743,0.116,0.1585,0.2821,0.1886,0.2883,0.5025,0.346
48.7,13.7,0.1053,0.1743,0.1194,0.163,0.2821,0.1929,0.2889,0.5025,0.3505
48.7,13.8,0.1054,0.1759,0.1231,0.1655,0.2821,0.197,0.3014,0.5025,0.3531
48.7,13.9,0.1101,0.1842,0.1263,0.1729,0.2838,0.2003,0.3014,0.5023,0.3538
48.7,14,0.114,0.1842,0.1301,0.1744,0.2838,0.2043,0.2956,0.483,0.3542
48.8,7.9,0.6427,1.0086,0.7451,1.0222,1.506,1.1406,1.6312,2.4206,1.873
48.8,8,0.6744,1.0469,0.7701,1.0614,1.5463,1.174,1.7359,2.479,1.9271
48.8,8.1,0.6775,1.0482,0.7694,1.0614,1.5651,1.1745,1.7359,2.4972,1.9299
48.8,8.2,0.6743,1.0086,0.7391,1.0227,1.506,1.1342,1.6518,2.4205,1.8619
48.8,8.3,0.5972,0.8958,0.6688,0.9408,1.3417,1.0296,1.465,2.2043,1.6564
48.8,8.4,0.5264,0.7954,0.5851,0.7969,1.1743,0.8919,1.2649,1.8739,1.4198
48.8,8.5,0.4636,0.7062,0.5178,0.6905,1.0528,0.7805,1.1033,1.6103,1.2423
48.8,8.6,0.4144,0.631,0.4666,0.6172,0.9191,0.7025,1.0035,1.4434,1.1189
48.8,8.7,0.3831,0.5855,0.4347,0.5727,0.8558,0.6526,0.9109,1.3328,1.046
48.8,8.8,0.3542,0.564,0.4169,0.5315,0.8258,0.6263,0.8707,1.2915,1.0093
48.8,8.9,0.3422,0.564,0.4062,0.5205,0.8258,0.613,0.8403,1.2914,0.994
48.8,9,0.3405,0.5433,0.3954,0.512,0.7969,0.6001,0.8402,1.2515,0.979
48.8,9.1,0.3274,0.5234,0.3788,0.4928,0.7689,0.5764,0.8051,1.2126,0.9424
48.8,9.2,0.3027,0.4944,0.3569,0.4556,0.738,0.5436,0.755,1.1386,0.8886
48.8,9.3,0.2897,0.4636,0.3327,0.4319,0.6905,0.5067,0.703,1.069,0.8281
48.8,9.4,0.2681,0.4258,0.3087,0.4049,0.6251,0.4687,0.6571,1.0038,0.7713
48.8,9.5,0.2472,0.391,0.2858,0.3743,0.5844,0.4347,0.6285,0.9351,0.7224
48.8,9.6,0.2279,0.3683,0.2663,0.3461,0.5517,0.4073,0.5833,0.9023,0.6828
48.8,9.7,0.2188,0.3541,0.251,0.3327,0.5315,0.3867,0.5618,0.8707,0.6538
48.8,9.8,0.2018,0.3405,0.2388,0.3076,0.512,0.3711,0.5214,0.8483,0.6336
48.8,9.9,0.1934,0.3298,0.2302,0.2956,0.512,0.3619,0.5213,0.8483,0.6259
48.8,10,0.1852,0.3298,0.2261,0.2951,0.512,0.3611,0.5022,0.8574,0.6362
48.8,10.1,0.1842,0.3311,0.2245,0.2838,0.5229,0.3644,0.5025,0.8708,0.6544
48.8,10.2,0.1759,0.3484,0.2271,0.2821,0.5586,0.3759,0.5226,0.9352,0.69
48.8,10.3,0.1831,0.3722,0.2367,0.2951,0.6247,0.4028,0.5466,1.0723,0.7556
48.8,10.4,0.1832,0.4081,0.2439,0.309,0.6877,0.4238,0.5809,1.1535,0.803
48.8,10.5,0.1919,0.452,0.2558,0.3261,0.7529,0.456,0.6291,1.2965,0.8749
48.8,10.6,0.2023,0.4784,0.2703,0.3432,0.8231,0.4906,0.6468,1.3947,0.941
48.8,10.7,0.2026,0.519,0.2838,0.3551,0.8606,0.515,0.671,1.4466,0.9803
48.8,10.8,0.2128,0.5191,0.289,0.358,0.8607,0.5227,0.6729,1.4611,0.991
48.8,10.9,0.2147,0.5303,0.2966,0.372,0.8726,0.5319,0.6746,1.4587,1.0014
48.8,11,0.2275,0.5302,0.305,0.3897,0.8606,0.5428,0.7317,1.4465,1.0115
48.8,11.1,0.2411,0.519,0.3144,0.421,0.8606,0.5565,0.7921,1.4465,1.0256
48.8,11.2,0.266,0.5063,0.3234,0.4663,0.8606,0.5716,0.841,1.4465,1.0427
48.8,11.3,0.2846,0.5326,0.3298,0.4907,0.8934,0.5841,0.8574,1.4563,1.0571
48.8,11.4,0.2868,0.5302,0.3271,0.4692,0.8606,0.5813,0.8574,1.4465,1.0524
48.8,11.5,0.2706,0.5053,0.3087,0.4332,0.823,0.5484,0.7921,1.3946,1.0025
48.8,11.6,0.2355,0.4271,0.274,0.3897,0.7528,0.489,0.7033,1.2648,0.898
48.8,11.7,0.202,0.3812,0.2351,0.3237,0.6554,0.4179,0.5946,1.1084,0.787
48.8,11.8,0.1635,0.3326,0.2045,0.2697,0.5409,0.3622,0.5213,0.9657,0.697
48.8,11.9,0.1393,0.2725,0.1748,0.2356,0.4772,0.3112,0.4239,0.8574,0.602
48.8,12,0.1173,0.2477,0.1541,0.1964,0.4143,0.2718,0.355,0.7614,0.5306
48.8,12.1,0.1058,0.2239,0.1363,0.1712,0.3759,0.236,0.3013,0.7031,0.4579
48.8,12.2,0.0962,0.197,0.1217,0.1518,0.3328,0.2059,0.26,0.6201,0.3897
48.8,12.3,0.088,0.1743,0.111,0.1365,0.2945,0.1835,0.2345,0.5466,0.3386
48.8,12.4,0.084,0.1604,0.1041,0.13,0.2661,0.1686,0.2213,0.4816,0.3069
48.8,12.5,0.0802,0.1531,0.0988,0.1258,0.2464,0.1589,0.2148,0.4423,0.2885
48.8,12.6,0.0766,0.1482,0.0954,0.1208,0.2436,0.1541,0.2093,0.4423,0.2817
48.8,12.7,0.0746,0.1447,0.0933,0.1171,0.2335,0.151,0.2093,0.4208,0.2764
48.8,12.8,0.0731,0.1396,0.092,0.1183,0.2252,0.15,0.22,0.4116,0.2769
48.8,12.9,0.0751,0.1412,0.0926,0.1239,0.2322,0.1522,0.2342,0.4238,0.2841
48.8,13,0.0759,0.143,0.0933,0.1258,0.2356,0.1546,0.2464,0.4374,0.2925
48.8,13.1,0.0789,0.143,0.0936,0.1322,0.2404,0.1563,0.2592,0.4498,0.2996
48.8,13.2,0.0789,0.1466,0.0949,0.1322,0.2436,0.1592,0.2593,0.4582,0.3073
48.8,13.3,0.0829,0.1502,0.0964,0.1389,0.2529,0.1621,0.2635,0.4799,0.3135
48.8,13.4,0.0829,0.1502,0.0978,0.1389,0.2529,0.1637,0.2635,0.48,0.3146
48.8,13.5,0.0872,0.1502,0.1006,0.1423,0.2529,0.1662,0.2635,0.4799,0.3148
48.8,13.6,0.088,0.1503,0.1024,0.1392,0.2464,0.1672,0.2592,0.4582,0.3116
48.8,13.7,0.0887,0.1531,0.1046,0.1392,0.2464,0.1682,0.2519,0.4423,0.3069
48.8,13.8,0.0926,0.1531,0.1064,0.1422,0.2413,0.1689,0.2519,0.4239,0.3023
48.8,13.9,0.0926,0.1557,0.1089,0.1437,0.2413,0.1703,0.2485,0.4128,0.2974
48.8,14,0.0968,0.1557,0.1116,0.1449,0.2413,0.1721,0.2415,0.4034,0.2938
48.9,8,0.6743,1.0087,0.7441,1.0234,1.5061,1.1474,1.6739,2.4207,1.8938
48.9,8.1,0.6907,1.0482,0.7658,1.0615,1.5651,1.177,1.7361,2.4972,1.9431
48.9,8.2,0.6744,1.0275,0.7536,1.0614,1.5177,1.1624,1.736,2.4594,1.9202
48.9,8.3,0.6427,0.9659,0.7083,0.9856,1.4491,1.0996,1.6138,2.3462,1.8099
48.9,8.4,0.565,0.845,0.6219,0.8751,1.2737,0.9719,1.3966,2.071,1.5724
48.9,8.5,0.4823,0.7062,0.528,0.742,1.0583,0.811,1.1841,1.6888,1.3069
48.9,8.6,0.408,0.6078,0.4537,0.6172,0.9104,0.6938,1.0037,1.4433,1.1194
48.9,8.7,0.3542,0.5433,0.4021,0.5334,0.7969,0.611,0.8765,1.2649,0.9969
48.9,8.8,0.3219,0.5042,0.3701,0.4925,0.742,0.5612,0.8051,1.175,0.915
48.9,8.9,0.3026,0.4837,0.3477,0.4556,0.7145,0.5286,0.755,1.1033,0.8655
48.9,9,0.2841,0.4483,0.3305,0.4357,0.6652,0.5045,0.7285,1.0724,0.8315
48.9,9.1,0.2681,0.431,0.3134,0.405,0.6407,0.4784,0.6774,1.0358,0.7938
48.9,9.2,0.2531,0.3985,0.2954,0.3893,0.5946,0.4499,0.6524,0.9691,0.7492
48.9,9.3,0.2374,0.3747,0.2764,0.3599,0.5727,0.4213,0.6055,0.9108,0.7045
48.9,9.4,0.2265,0.3542,0.2588,0.341,0.5315,0.3954,0.5743,0.8707,0.6629
48.9,9.5,0.2102,0.3405,0.2433,0.3199,0.512,0.3731,0.5412,0.8402,0.6285
48.9,9.6,0.2018,0.316,0.2297,0.3075,0.4922,0.3539,0.5192,0.7922,0.5999
48.9,9.7,0.1852,0.3027,0.2189,0.2891,0.4556,0.3391,0.502,0.7824,0.5786
48.9,9.8,0.1773,0.2965,0.2097,0.2726,0.4539,0.3269,0.4816,0.7724,0.5619
48.9,9.9,0.1698,0.2897,0.203,0.2696,0.4521,0.3189,0.4644,0.7613,0.5524
48.9,10,0.1652,0.2897,0.1994,0.2599,0.4521,0.3159,0.4465,0.7613,0.5517
48.9,10.1,0.1604,0.2897,0.1977,0.2513,0.4521,0.3172,0.4423,0.7824,0.5599
48.9,10.2,0.1604,0.3029,0.2004,0.2578,0.4718,0.3267,0.4615,0.8241,0.5857
48.9,10.3,0.1659,0.3176,0.206,0.2696,0.5136,0.3423,0.4816,0.8922,0.6261
48.9,10.4,0.169,0.3473,0.2147,0.2811,0.5825,0.3649,0.5241,1.0041,0.6845
48.9,10.5,0.1743,0.3722,0.2266,0.2945,0.6356,0.394,0.57,1.1141,0.7493
48.9,10.6,0.1819,0.4081,0.239,0.3099,0.7177,0.4226,0.5945,1.2053,0.8071
48.9,10.7,0.1863,0.452,0.2524,0.3236,0.7528,0.4513,0.6015,1.2964,0.8608
48.9,10.8,0.1912,0.4757,0.2649,0.339,0.7871,0.4761,0.6201,1.3446,0.9042
48.9,10.9,0.2026,0.4784,0.2771,0.3552,0.823,0.4979,0.6468,1.3945,0.9376
48.9,11,0.2227,0.4917,0.291,0.3897,0.823,0.5195,0.7033,1.3946,0.9719
48.9,11.1,0.241,0.5053,0.3074,0.4083,0.832,0.5453,0.7613,1.4203,1.0092
48.9,11.2,0.266,0.5063,0.3241,0.4663,0.8606,0.5755,0.8321,1.4464,1.0491
48.9,11.3,0.2868,0.5355,0.3359,0.5134,0.8998,0.6006,0.892,1.4701,1.0844
48.9,11.4,0.2868,0.5429,0.3354,0.4907,0.9104,0.6055,0.8974,1.5343,1.0943
48.9,11.5,0.2846,0.5063,0.3164,0.4692,0.8606,0.5736,0.8574,1.4764,1.0523
48.9,11.6,0.2477,0.463,0.2851,0.4209,0.7872,0.5195,0.7613,1.325,0.9673
48.9,11.7,0.2023,0.4187,0.2466,0.3432,0.6893,0.4537,0.6467,1.1835,0.8639
48.9,11.8,0.1635,0.3458,0.2147,0.2937,0.6246,0.3956,0.5437,1.0803,0.777
48.9,11.9,0.1393,0.3034,0.1788,0.2404,0.5155,0.3338,0.4423,0.9615,0.6786
48.9,12,0.1173,0.2706,0.1592,0.1964,0.4663,0.2994,0.373,0.8677,0.619
48.9,12.1,0.1058,0.241,0.1381,0.1712,0.421,0.2525,0.3135,0.7813,0.5244
48.9,12.2,0.0937,0.2137,0.1216,0.1547,0.3668,0.215,0.2698,0.7033,0.4326
48.9,12.3,0.0855,0.1812,0.1098,0.1349,0.3094,0.1871,0.2364,0.5881,0.3548
48.9,12.4,0.0802,0.1635,0.1012,0.1276,0.2697,0.1676,0.2244,0.5024,0.3127
48.9,12.5,0.0766,0.1503,0.0947,0.1215,0.2495,0.156,0.2129,0.4599,0.2905
48.9,12.6,0.0731,0.143,0.091,0.117,0.2356,0.1495,0.2093,0.4374,0.2783
48.9,12.7,0.0698,0.1361,0.088,0.1139,0.2252,0.1452,0.2189,0.4175,0.2717
48.9,12.8,0.0715,0.1361,0.0866,0.1197,0.2252,0.1446,0.2302,0.4175,0.2748
48.9,12.9,0.0715,0.1361,0.0854,0.1197,0.2252,0.1438,0.2343,0.4176,0.2772
48.9,13,0.0715,0.1361,0.0852,0.1214,0.2286,0.1452,0.2464,0.4374,0.2858
48.9,13.1,0.0715,0.1361,0.0863,0.1214,0.2286,0.1477,0.2539,0.4542,0.2935
48.9,13.2,0.0724,0.1361,0.086,0.1236,0.2286,0.1468,0.2464,0.4453,0.2907
48.9,13.3,0.0715,0.1342,0.0861,0.1214,0.2286,0.1463,0.2464,0.4374,0.2883
48.9,13.4,0.0723,0.1308,0.0861,0.1197,0.2214,0.1446,0.2343,0.4176,0.28
48.9,13.5,0.0751,0.1295,0.0872,0.1239,0.2173,0.1446,0.2302,0.4116,0.2747
48.9,13.6,0.0751,0.1295,0.0878,0.1222,0.2153,0.1429,0.22,0.3893,0.2638
48.9,13.7,0.0766,0.1321,0.0897,0.1208,0.2099,0.143,0.2098,0.3669,0.2565
48.9,13.8,0.0779,0.1309,0.091,0.1201,0.2052,0.1426,0.2048,0.3527,0.2493
49,7,0.1482,0.2472,0.1749,0.2204,0.3634,0.2625,0.3571,0.5743,0.4308
49,7.1,0.1601,0.261,0.1887,0.2372,0.3822,0.2825,0.3823,0.6143,0.4623
49,7.2,0.1786,0.2856,0.2062,0.2589,0.4238,0.3083,0.4184,0.6796,0.5042
49,7.3,0.1938,0.3137,0.2272,0.2956,0.4587,0.3403,0.469,0.7498,0.5567
49,7.4,0.2189,0.3541,0.2551,0.3303,0.5282,0.3832,0.537,0.8264,0.6278
49,7.5,0.2472,0.3985,0.294,0.3744,0.5946,0.4433,0.6285,0.9691,0.7269
49,7.6,0.3026,0.4724,0.343,0.4556,0.716,0.5253,0.7498,1.1386,0.859
49,7.7,0.3591,0.549,0.4071,0.5586,0.8503,0.6297,0.9109,1.3636,1.0349
49,7.8,0.4395,0.6743,0.4922,0.6893,1.0582,0.7666,1.1386,1.6887,1.2539
49,7.9,0.5264,0.8081,0.5814,0.8231,1.2281,0.9187,1.3716,2.0074,1.5139
49,8,0.5838,0.9134,0.6626,0.9408,1.3942,1.0462,1.5559,2.2739,1.73
49,8.1,0.6426,0.9659,0.7081,1.0233,1.4491,1.1044,1.6736,2.3462,1.8267
49,8.2,0.6427,0.9659,0.7123,1.0233,1.4491,1.1092,1.6737,2.3462,1.8311
49,8.3,0.6125,0.9134,0.674,0.9837,1.3943,1.0599,1.5941,2.2534,1.7456
49,8.4,0.5564,0.8082,0.6043,0.875,1.2423,0.96,1.4463,2.0682,1.5787
49,8.5,0.4604,0.676,0.516,0.742,1.0614,0.805,1.1841,1.7359,1.319
49,8.6,0.3955,0.5726,0.433,0.6126,0.8751,0.6704,1.0037,1.3966,1.0965
49,8.7,0.3298,0.5042,0.3744,0.512,0.742,0.5739,0.8402,1.1941,0.9433
49,8.8,0.2902,0.4464,0.3343,0.4447,0.6764,0.5102,0.7285,1.0691,0.8364
49,8.9,0.2681,0.4144,0.3061,0.4049,0.6172,0.4644,0.6773,1.0037,0.7669
49,9,0.2472,0.3831,0.284,0.3743,0.5728,0.4316,0.6285,0.9351,0.7193
49,9.1,0.2279,0.3655,0.2652,0.346,0.5415,0.404,0.5832,0.8765,0.6769
49,9.2,0.2171,0.3405,0.2487,0.3199,0.512,0.379,0.5412,0.8402,0.6352
49,9.3,0.2018,0.3274,0.2339,0.3076,0.4928,0.3568,0.5213,0.8,0.5979
49,9.4,0.1934,0.3027,0.2204,0.2853,0.4556,0.3368,0.483,0.755,0.5657
49,9.5,0.1852,0.2907,0.2086,0.2749,0.4381,0.3197,0.4501,0.7285,0.5394
49,9.6,0.1715,0.2769,0.1981,0.2617,0.4212,0.305,0.434,0.7284,0.5175
49,9.7,0.1626,0.268,0.1892,0.2513,0.4049,0.2931,0.4184,0.7033,0.5005
49,9.8,0.156,0.2608,0.1816,0.2386,0.4015,0.2829,0.4035,0.7029,0.4857
49,9.9,0.1491,0.2531,0.1759,0.2317,0.3894,0.2756,0.389,0.6745,0.4755
49,10,0.1456,0.2531,0.1716,0.2225,0.3934,0.2705,0.3751,0.676,0.469
49,10.1,0.1428,0.2531,0.1702,0.2225,0.3979,0.271,0.375,0.7029,0.4742
49,10.2,0.1428,0.2566,0.1711,0.2225,0.4118,0.2759,0.3816,0.73,0.4895
49,10.3,0.1428,0.2647,0.1735,0.2252,0.4276,0.284,0.3968,0.7613,0.5113
49,10.4,0.1462,0.2769,0.1792,0.2356,0.448,0.2979,0.4128,0.7922,0.5407
49,10.5,0.1502,0.2884,0.1853,0.2464,0.4693,0.3104,0.4293,0.8242,0.5654
49,10.6,0.1503,0.3031,0.1931,0.2465,0.4916,0.3244,0.4582,0.8575,0.5901
49,10.7,0.155,0.3176,0.2008,0.2578,0.5136,0.3375,0.4616,0.8922,0.6136
49,10.8,0.1635,0.3263,0.2094,0.2799,0.5357,0.3539,0.483,0.9283,0.6465
49,10.9,0.1725,0.3361,0.2195,0.2945,0.5628,0.3733,0.5227,0.9677,0.6864
49,11,0.1819,0.3537,0.2315,0.3236,0.5826,0.3952,0.5832,1.0377,0.7263
49,11.1,0.2023,0.3666,0.243,0.3391,0.6156,0.4177,0.6055,1.0564,0.7645
49,11.2,0.2147,0.4035,0.2558,0.372,0.6609,0.4428,0.6525,1.1085,0.8059
49,11.3,0.2239,0.4036,0.2661,0.3849,0.6878,0.4655,0.7031,1.1535,0.8453
49,11.4,0.2355,0.4271,0.2691,0.4,0.7178,0.4754,0.7034,1.1941,0.8656
49,11.5,0.2275,0.4035,0.2603,0.3897,0.6878,0.464,0.7033,1.1622,0.8541
49,11.6,0.2023,0.3603,0.2405,0.3432,0.6483,0.4301,0.6468,1.1236,0.8057
49,11.7,0.1725,0.3403,0.2159,0.3089,0.5954,0.3878,0.5701,1.0043,0.7417
49,11.8,0.147,0.3038,0.1937,0.257,0.538,0.3502,0.4808,0.9636,0.6821
49,11.9,0.1321,0.2846,0.1653,0.2252,0.4794,0.3055,0.4062,0.8795,0.6105
49,12,0.1116,0.2523,0.1463,0.1869,0.4522,0.2724,0.3527,0.8497,0.5638
49,12.1,0.1011,0.2173,0.1267,0.1662,0.4001,0.2289,0.3013,0.7694,0.4704
49,12.2,0.091,0.2026,0.1145,0.1471,0.358,0.2023,0.2583,0.6872,0.4033
49,12.3,0.0829,0.1715,0.1048,0.1333,0.2945,0.1792,0.2363,0.5701,0.3426
49,12.4,0.0775,0.155,0.0973,0.1258,0.2661,0.1629,0.218,0.5022,0.3073
49,12.5,0.0751,0.143,0.0911,0.1208,0.2404,0.1518,0.2093,0.4498,0.2858
49,12.6,0.0698,0.1361,0.086,0.1129,0.2252,0.1429,0.2098,0.4116,0.268
49,12.7,0.068,0.1295,0.0831,0.1139,0.2153,0.1392,0.22,0.3986,0.2644
49,12.8,0.0661,0.1295,0.0818,0.1139,0.2153,0.1376,0.2227,0.3986,0.2644
49,12.9,0.0661,0.1233,0.0802,0.1151,0.2066,0.1363,0.2342,0.4101,0.2672
49,13,0.0661,0.1253,0.0794,0.1151,0.2172,0.136,0.2342,0.4175,0.271
49,13.1,0.0648,0.1233,0.0778,0.1091,0.2065,0.1329,0.2261,0.4101,0.2639
49,13.2,0.0648,0.1211,0.0774,0.1091,0.2065,0.1318,0.2227,0.3986,0.2603
49,13.3,0.0648,0.1173,0.0763,0.1084,0.1964,0.1285,0.2117,0.3805,0.2486
49,13.4,0.0637,0.1173,0.0764,0.1032,0.1964,0.1265,0.2011,0.3575,0.2387
49,13.5,0.0637,0.1161,0.076,0.1028,0.1878,0.124,0.1844,0.3339,0.2282
49,13.6,0.0637,0.1129,0.076,0.1026,0.1799,0.1222,0.1778,0.3141,0.2194
49,13.7,0.0644,0.1105,0.0759,0.0985,0.1759,0.1205,0.1707,0.3014,0.2118
49.1,6.8,0.1223,0.2092,0.1461,0.1826,0.307,0.2213,0.3012,0.5021,0.3673
